,id,group,description,score,value
1332,MO3.8,2,cobertura educación preescolar,73.9,educación
1333,MO3.8,2,cobertura educación preescolar,17.0,cobertura
1334,MO3.9,2,eficiencia terminal en primaria,50.4,eficiencia
1335,MO3.9,2,eficiencia terminal en primaria,45.5,primaria
1336,MO3.10,2,eficiencia terminal en secundaria,50.0,eficiencia
1337,MO3.10,2,eficiencia terminal en secundaria,46.09,secundaria
1338,MO3.11,2,cobertura educación media superior,81.3,educación media
1339,MO3.11,2,cobertura educación media superior,18.0,cobertura
1340,MO3.12,2,eficiencia terminal educación media superior (ems),100.0,educación media
1341,MO3.13,2,cobertura educación superior,81.4,educación superior
1342,MO3.13,2,cobertura educación superior,18.5,cobertura
1343,MO3.14,2,población en viviendas sin acceso al agua,34.0,vivienda
1344,MO3.14,2,población en viviendas sin acceso al agua,32.7,población
1345,MO3.14,2,población en viviendas sin acceso al agua,18.89,agua
1346,MO3.14,2,población en viviendas sin acceso al agua,14.19,acceso
1347,MO3.15,2,población en viviendas sin drenaje,36.59,vivienda
1348,MO3.15,2,población en viviendas sin drenaje,34.09,población
1349,MO3.15,2,población en viviendas sin drenaje,29.2,drenaje
1350,MO4.1,2,porcentaje de variación en el incremento de derrama económica por concepto de turismo en el estado,19.6,derrama económica
1351,MO4.1,2,porcentaje de variación en el incremento de derrama económica por concepto de turismo en el estado,19.29,porcentaje
1352,MO4.1,2,porcentaje de variación en el incremento de derrama económica por concepto de turismo en el estado,18.1,variación
1353,MO4.1,2,porcentaje de variación en el incremento de derrama económica por concepto de turismo en el estado,16.2,incremento
1354,MO4.1,2,porcentaje de variación en el incremento de derrama económica por concepto de turismo en el estado,12.39,turismo
1355,MO4.1,2,porcentaje de variación en el incremento de derrama económica por concepto de turismo en el estado,8.39,estado
1356,MO4.1,2,porcentaje de variación en el incremento de derrama económica por concepto de turismo en el estado,5.69,concepto
1357,MO4.2,2,porcentaje de ocupación hotelera,47.5,ocupación
1358,MO4.2,2,porcentaje de ocupación hotelera,46.5,porcentaje
1359,MO4.3,2,porcentaje de prestadores de servicios turísticos capacitados,38.5,prestador
1360,MO4.3,2,porcentaje de prestadores de servicios turísticos capacitados,37.09,porcentaje
1361,MO4.3,2,porcentaje de prestadores de servicios turísticos capacitados,12.1,capacitado
1362,MO4.3,2,porcentaje de prestadores de servicios turísticos capacitados,12.1,turístico
1363,MO4.4,2,porcentaje de empresas turísticas certificadas con distintivos de calidad,54.4,empresa turística
1364,MO4.4,2,porcentaje de empresas turísticas certificadas con distintivos de calidad,20.79,distintivo
1365,MO4.4,2,porcentaje de empresas turísticas certificadas con distintivos de calidad,20.6,porcentaje
1366,MO4.5,2,porcentaje de avance en el desarrollo de productos turísticos,33.79,porcentaje
1367,MO4.5,2,porcentaje de avance en el desarrollo de productos turísticos,30.89,producto
1368,MO4.5,2,porcentaje de avance en el desarrollo de productos turísticos,17.0,avance
1369,MO4.5,2,porcentaje de avance en el desarrollo de productos turísticos,9.19,turístico
1370,MO4.5,2,porcentaje de avance en el desarrollo de productos turísticos,8.89,desarrollo
1371,MO4.6,2,porcentaje de municipios con convenios de colaboración celebrados para establecer enlaces de la cemer,51.5,convenio de colaboración
1372,MO4.6,2,porcentaje de municipios con convenios de colaboración celebrados para establecer enlaces de la cemer,23.39,porcentaje
1373,MO4.6,2,porcentaje de municipios con convenios de colaboración celebrados para establecer enlaces de la cemer,18.0,municipio
1374,MO4.7,2,porcentaje de mipymes con apoyos otorgados para la modernización y uso de tecnología,22.2,tecnología
1375,MO4.7,2,porcentaje de mipymes con apoyos otorgados para la modernización y uso de tecnología,19.5,modernización
1376,MO4.7,2,porcentaje de mipymes con apoyos otorgados para la modernización y uso de tecnología,17.6,mipymes
1377,MO4.7,2,porcentaje de mipymes con apoyos otorgados para la modernización y uso de tecnología,16.0,apoyo
1378,MO4.7,2,porcentaje de mipymes con apoyos otorgados para la modernización y uso de tecnología,14.3,porcentaje
1379,MO4.7,2,porcentaje de mipymes con apoyos otorgados para la modernización y uso de tecnología,10.19,uso
1380,MO4.8,2,"tasa de crecimiento de las unidades económicas creadas, fortalecidas y/o consolidadas",30.5,crecimiento
1381,MO4.8,2,"tasa de crecimiento de las unidades económicas creadas, fortalecidas y/o consolidadas",25.6,tasa
1382,MO4.8,2,"tasa de crecimiento de las unidades económicas creadas, fortalecidas y/o consolidadas",18.39,unidad
1383,MO4.8,2,"tasa de crecimiento de las unidades económicas creadas, fortalecidas y/o consolidadas",12.6,creado
1384,MO4.8,2,"tasa de crecimiento de las unidades económicas creadas, fortalecidas y/o consolidadas",12.6,económico
1385,MO4.9,2,porcentaje de proyectos para generar energías limpias implementados en las empresas morelenses,57.59,energías limpias
1386,MO4.9,2,porcentaje de proyectos para generar energías limpias implementados en las empresas morelenses,20.0,porcentaje
1387,MO4.10,2,"porcentaje de mipymes, empresarios, emprendedores y personas capacitados y/o certificados",26.39,mipymes
1388,MO4.10,2,"porcentaje de mipymes, empresarios, emprendedores y personas capacitados y/o certificados",20.39,porcentaje
1389,MO4.10,2,"porcentaje de mipymes, empresarios, emprendedores y personas capacitados y/o certificados",19.39,empresario
1390,MO4.10,2,"porcentaje de mipymes, empresarios, emprendedores y personas capacitados y/o certificados",18.39,certificado
1391,MO4.10,2,"porcentaje de mipymes, empresarios, emprendedores y personas capacitados y/o certificados",9.3,persona
1392,MO4.10,2,"porcentaje de mipymes, empresarios, emprendedores y personas capacitados y/o certificados",5.8,emprendedor
1393,MO4.11,2,"porcentaje de mipymes que accedieron a financiamiento y subsidios, incluyendo para exportación",26.2,mipymes
1394,MO4.11,2,"porcentaje de mipymes que accedieron a financiamiento y subsidios, incluyendo para exportación",20.7,financiamiento
1395,MO4.11,2,"porcentaje de mipymes que accedieron a financiamiento y subsidios, incluyendo para exportación",19.29,porcentaje
1396,MO4.11,2,"porcentaje de mipymes que accedieron a financiamiento y subsidios, incluyendo para exportación",19.1,exportación
1397,MO4.11,2,"porcentaje de mipymes que accedieron a financiamiento y subsidios, incluyendo para exportación",14.5,subsidio
1398,MO4.12,2,porcentaje de proyectos implementados enfocados a los sectores estratégicos,33.9,porcentaje
1399,MO4.12,2,porcentaje de proyectos implementados enfocados a los sectores estratégicos,16.1,proyecto
1400,MO4.12,2,porcentaje de proyectos implementados enfocados a los sectores estratégicos,13.8,sector
1401,MO4.12,2,porcentaje de proyectos implementados enfocados a los sectores estratégicos,12.5,enfocado
1402,MO4.12,2,porcentaje de proyectos implementados enfocados a los sectores estratégicos,12.5,implementado
1403,MO4.12,2,porcentaje de proyectos implementados enfocados a los sectores estratégicos,10.89,estratégico
1404,MO4.13,2,tasa de crecimiento de operaciones aéreas realizadas,32.09,crecimiento
1405,MO4.13,2,tasa de crecimiento de operaciones aéreas realizadas,31.29,tasa
1406,MO4.13,2,tasa de crecimiento de operaciones aéreas realizadas,27.7,operación
1407,MO4.14,2,tasa de crecimiento de las empresas de base tecnológica,38.5,crecimiento
1408,MO4.14,2,tasa de crecimiento de las empresas de base tecnológica,35.0,tasa
1409,MO4.14,2,tasa de crecimiento de las empresas de base tecnológica,15.0,empresa
1410,MO4.14,2,tasa de crecimiento de las empresas de base tecnológica,11.39,tecnológico
1411,MO4.15,2,tasa de crecimiento de las empresas mipymes creadas por jóvenes emprendedores,25.6,joven
1412,MO4.15,2,tasa de crecimiento de las empresas mipymes creadas por jóvenes emprendedores,22.0,mipymes
1413,MO4.15,2,tasa de crecimiento de las empresas mipymes creadas por jóvenes emprendedores,19.1,crecimiento
1414,MO4.15,2,tasa de crecimiento de las empresas mipymes creadas por jóvenes emprendedores,15.69,tasa
1415,MO4.15,2,tasa de crecimiento de las empresas mipymes creadas por jóvenes emprendedores,9.8,empresa
1416,MO4.15,2,tasa de crecimiento de las empresas mipymes creadas por jóvenes emprendedores,7.5,emprendedor
1417,MO4.16,2,"participación en encuentros de negocios y eventos donde se promocionen los productos de morelos, así como los negocios que son beneficiados con capacitación y comercialización electrónica.",25.2,negocio
1418,MO4.16,2,"participación en encuentros de negocios y eventos donde se promocionen los productos de morelos, así como los negocios que son beneficiados con capacitación y comercialización electrónica.",17.29,evento
1419,MO4.16,2,"participación en encuentros de negocios y eventos donde se promocionen los productos de morelos, así como los negocios que son beneficiados con capacitación y comercialización electrónica.",15.5,participación
1420,MO4.16,2,"participación en encuentros de negocios y eventos donde se promocionen los productos de morelos, así como los negocios que son beneficiados con capacitación y comercialización electrónica.",12.6,comercialización
1421,MO4.16,2,"participación en encuentros de negocios y eventos donde se promocionen los productos de morelos, así como los negocios que son beneficiados con capacitación y comercialización electrónica.",9.89,producto
1422,MO4.16,2,"participación en encuentros de negocios y eventos donde se promocionen los productos de morelos, así como los negocios que son beneficiados con capacitación y comercialización electrónica.",9.69,capacitación
1423,MO4.16,2,"participación en encuentros de negocios y eventos donde se promocionen los productos de morelos, así como los negocios que son beneficiados con capacitación y comercialización electrónica.",6.69,encuentro
1424,MO4.17,2,porcentaje de mipymes siniestradas beneficiadas en el estado,42.09,beneficiado
1425,MO4.17,2,porcentaje de mipymes siniestradas beneficiadas en el estado,28.2,porcentaje
1426,MO4.17,2,porcentaje de mipymes siniestradas beneficiadas en el estado,17.0,estado
1427,MO4.17,2,porcentaje de mipymes siniestradas beneficiadas en el estado,12.39,siniestrado
1428,MO4.18,2,porcentaje de población estatal participante en actividades artísticas y culturales,37.59,población
1429,MO4.18,2,porcentaje de población estatal participante en actividades artísticas y culturales,33.29,actividad artística
1430,MO4.18,2,porcentaje de población estatal participante en actividades artísticas y culturales,24.29,porcentaje
1431,MO5.1,2,"emisiones de nox, cov y co provenientes de fuentes móviles.",59.0,emisión
1432,MO5.1,2,"emisiones de nox, cov y co provenientes de fuentes móviles.",18.89,fuente
1433,MO5.1,2,"emisiones de nox, cov y co provenientes de fuentes móviles.",18.1,móvil
1434,MO5.2,2,"emisiones de nox, so2, cov y co provenientes de fuentes fijas.",68.09,emisión
1435,MO5.2,2,"emisiones de nox, so2, cov y co provenientes de fuentes fijas.",24.2,fuente
1436,MO5.3,2,emisiones de partículas pm10 y pm2.5 generadas por todas las fuentes.,36.4,partícula
1437,MO5.3,2,emisiones de partículas pm10 y pm2.5 generadas por todas las fuentes.,29.0,emisión
1438,MO5.3,2,emisiones de partículas pm10 y pm2.5 generadas por todas las fuentes.,26.2,pm10
1439,MO5.3,2,emisiones de partículas pm10 y pm2.5 generadas por todas las fuentes.,8.1,fuente
1440,MO5.4,2,porcentaje de reducción de emisiones de gases de efecto invernadero (egei).,34.2,gas de efecto invernadero
1441,MO5.4,2,porcentaje de reducción de emisiones de gases de efecto invernadero (egei).,24.5,reducción
1442,MO5.4,2,porcentaje de reducción de emisiones de gases de efecto invernadero (egei).,24.1,emisión
1443,MO5.4,2,porcentaje de reducción de emisiones de gases de efecto invernadero (egei).,17.0,porcentaje
1444,MO5.5,2,generación de residuos sólidos urbanos per cápita,47.79,residuo sólido
1445,MO5.5,2,generación de residuos sólidos urbanos per cápita,40.2,generación
1446,MO5.6,2,porcentaje de rsu adecuadamente manejados en la disposición final,46.29,rsu
1447,MO5.6,2,porcentaje de rsu adecuadamente manejados en la disposición final,28.6,porcentaje
1448,MO5.6,2,porcentaje de rsu adecuadamente manejados en la disposición final,24.29,disposición
1449,MO5.7,2,cambio de uso de suelo forestal con registros administrativos (deforestación),31.29,suelo forestal
1450,MO5.7,2,cambio de uso de suelo forestal con registros administrativos (deforestación),26.7,registro administrativo
1451,MO5.7,2,cambio de uso de suelo forestal con registros administrativos (deforestación),21.89,deforestación
1452,MO5.7,2,cambio de uso de suelo forestal con registros administrativos (deforestación),11.8,uso
1453,MO5.7,2,cambio de uso de suelo forestal con registros administrativos (deforestación),8.0,cambio
1454,MO5.8,2,especies prioritarias de morelos con estrategias o acciones de conservación.,37.29,conservación
1455,MO5.8,2,especies prioritarias de morelos con estrategias o acciones de conservación.,32.79,acción
1456,MO5.8,2,especies prioritarias de morelos con estrategias o acciones de conservación.,25.7,estrategia
1457,MO5.9,2,índice de competitividad estatal- subíndice innovación,28.6,innovación
1458,MO5.9,2,índice de competitividad estatal- subíndice innovación,24.7,subíndice
1459,MO5.9,2,índice de competitividad estatal- subíndice innovación,24.6,índice
1460,MO5.9,2,índice de competitividad estatal- subíndice innovación,21.5,competitividad
1461,MO5.10,2,índice general de avance de pbrsed en el ámbito estatal,44.29,índice general
1462,MO5.10,2,índice general de avance de pbrsed en el ámbito estatal,25.79,ámbito
1463,MO5.10,2,índice general de avance de pbrsed en el ámbito estatal,16.0,pbrsed
1464,MO5.10,2,índice general de avance de pbrsed en el ámbito estatal,13.0,avance
1465,PU1.1,2,posición del estado de puebla respecto al índice de paz méxico,20.6,puebla
1466,PU1.1,2,posición del estado de puebla respecto al índice de paz méxico,19.79,posición
1467,PU1.1,2,posición del estado de puebla respecto al índice de paz méxico,19.2,índice
1468,PU1.1,2,posición del estado de puebla respecto al índice de paz méxico,15.3,paz
1469,PU1.1,2,posición del estado de puebla respecto al índice de paz méxico,13.69,estado
1470,PU1.1,2,posición del estado de puebla respecto al índice de paz méxico,11.19,méxico
1471,PU1.2,2,porcentaje de personas de 18 años y más que considera insegura su entidad federativa,41.0,entidad
1472,PU1.2,2,porcentaje de personas de 18 años y más que considera insegura su entidad federativa,30.1,porcentaje
1473,PU1.2,2,porcentaje de personas de 18 años y más que considera insegura su entidad federativa,16.39,persona
1474,PU1.2,2,porcentaje de personas de 18 años y más que considera insegura su entidad federativa,6.19,inseguro
1475,PU1.2,2,porcentaje de personas de 18 años y más que considera insegura su entidad federativa,6.09,federativo
1476,PU1.3,2,porcentaje de mujeres de 18 años y más que percibe insegura su entidad federativa.,37.2,entidad
1477,PU1.3,2,porcentaje de mujeres de 18 años y más que percibe insegura su entidad federativa.,26.7,mujer
1478,PU1.3,2,porcentaje de mujeres de 18 años y más que percibe insegura su entidad federativa.,25.6,porcentaje
1479,PU1.4,2,porcentaje de hogares víctimas del delito,37.29,hogar
1480,PU1.4,2,porcentaje de hogares víctimas del delito,34.4,porcentaje
1481,PU1.4,2,porcentaje de hogares víctimas del delito,28.1,delito
1482,PU1.5,2,tasa de incidencia delictiva,53.29,tasa
1483,PU1.5,2,tasa de incidencia delictiva,40.29,incidencia
1484,PU1.6,2,tasa de incidencia delictiva en municipios indígenas,33.7,municipio
1485,PU1.6,2,tasa de incidencia delictiva en municipios indígenas,29.1,tasa
1486,PU1.6,2,tasa de incidencia delictiva en municipios indígenas,23.79,incidencia
1487,PU1.6,2,tasa de incidencia delictiva en municipios indígenas,8.6,indígena
1488,PU2.1,2,valor de la producción agropecuaria,93.3,producción
1489,PU2.1,2,valor de la producción agropecuaria,6.59,agropecuario
1490,PU2.2,2,pib real del sector primario,56.59,sector primario
1491,PU2.2,2,pib real del sector primario,43.29,pib
1492,PU2.3,2,porcentaje de mujeres ocupadas en el sector primario respecto al total ocupado en el sector,20.0,sector primario
1493,PU2.3,2,porcentaje de mujeres ocupadas en el sector primario respecto al total ocupado en el sector,19.1,total
1494,PU2.3,2,porcentaje de mujeres ocupadas en el sector primario respecto al total ocupado en el sector,17.89,mujer
1495,PU2.3,2,porcentaje de mujeres ocupadas en el sector primario respecto al total ocupado en el sector,16.79,porcentaje
1496,PU2.3,2,porcentaje de mujeres ocupadas en el sector primario respecto al total ocupado en el sector,14.89,sector
1497,PU2.3,2,porcentaje de mujeres ocupadas en el sector primario respecto al total ocupado en el sector,11.0,ocupado
1498,PU3.1,2,derrama económica,100.0,derrama económica
1499,PU3.2,2,tasa de informalidad en el trabajo,35.59,tasa
1500,PU3.2,2,tasa de informalidad en el trabajo,34.5,informalidad
1501,PU3.2,2,tasa de informalidad en el trabajo,29.7,trabajo
1502,PU3.3,2,tasa de informalidad en mujeres,35.09,tasa
1503,PU3.3,2,tasa de informalidad en mujeres,33.9,informalidad
1504,PU3.3,2,tasa de informalidad en mujeres,30.89,mujer
1505,PU3.4,2,tasa de desempleo,100.0,tasa de desempleo
1506,PU3.5,2,tasa de desempleo en mujeres,60.9,tasa de desempleo
1507,PU3.5,2,tasa de desempleo en mujeres,39.0,mujer
1508,PU3.6,2,valor del pib real,62.4,pib
1509,PU3.6,2,valor del pib real,37.5,valor
1510,PU4.1,2,porcentaje de personas en situación de pobreza,34.2,situación
1511,PU4.1,2,porcentaje de personas en situación de pobreza,28.89,porcentaje
1512,PU4.1,2,porcentaje de personas en situación de pobreza,25.0,pobreza
1513,PU4.1,2,porcentaje de personas en situación de pobreza,11.69,persona
1514,PU4.2,2,porcentaje de mujeres en situación de pobreza,30.0,situación
1515,PU4.2,2,porcentaje de mujeres en situación de pobreza,25.29,porcentaje
1516,PU4.2,2,porcentaje de mujeres en situación de pobreza,23.2,pobreza
1517,PU4.2,2,porcentaje de mujeres en situación de pobreza,21.39,mujer
1518,PU4.3,2,porcentaje de personas en situación de pobreza en municipios indígenas,26.89,situación
1519,PU4.3,2,porcentaje de personas en situación de pobreza en municipios indígenas,23.39,porcentaje
1520,PU4.3,2,porcentaje de personas en situación de pobreza en municipios indígenas,19.7,pobreza
1521,PU4.3,2,porcentaje de personas en situación de pobreza en municipios indígenas,14.6,municipio
1522,PU4.3,2,porcentaje de personas en situación de pobreza en municipios indígenas,8.6,persona
1523,PU4.3,2,porcentaje de personas en situación de pobreza en municipios indígenas,6.4,indígena
1524,PU4.4,2,porcentaje de población vulnerable por carencias sociales,39.7,población
1525,PU4.4,2,porcentaje de población vulnerable por carencias sociales,30.0,porcentaje
1526,PU4.4,2,porcentaje de población vulnerable por carencias sociales,26.1,carencia
1527,PU4.5,2,porcentaje de mujeres vulnerables por carencias sociales,34.79,porcentaje
1528,PU4.5,2,porcentaje de mujeres vulnerables por carencias sociales,32.7,mujer
1529,PU4.5,2,porcentaje de mujeres vulnerables por carencias sociales,27.6,carencia
1530,PU4.6,2,porcentaje de población vulnerable por carencias sociales en municipios indígenas,29.29,población
1531,PU4.6,2,porcentaje de población vulnerable por carencias sociales en municipios indígenas,22.39,municipio
1532,PU4.6,2,porcentaje de población vulnerable por carencias sociales en municipios indígenas,20.29,porcentaje
1533,PU4.6,2,porcentaje de población vulnerable por carencias sociales en municipios indígenas,18.29,carencia
1534,PU4.6,2,porcentaje de población vulnerable por carencias sociales en municipios indígenas,6.0,indígena
1535,PU5.1,2,porcentaje de población de 18 años y más que percibe como frecuente y muy frecuente la corrupción en su entidad federativa,36.09,corrupción
1536,PU5.1,2,porcentaje de población de 18 años y más que percibe como frecuente y muy frecuente la corrupción en su entidad federativa,29.89,población
1537,PU5.1,2,porcentaje de población de 18 años y más que percibe como frecuente y muy frecuente la corrupción en su entidad federativa,16.39,porcentaje
1538,PU5.1,2,porcentaje de población de 18 años y más que percibe como frecuente y muy frecuente la corrupción en su entidad federativa,13.6,entidad
1539,PU5.2,2,porcentaje de mujeres de 18 años y más que considera como frecuente y muy frecuente la corrupción en el gobierno de su entidad federativa,31.5,corrupción
1540,PU5.2,2,porcentaje de mujeres de 18 años y más que considera como frecuente y muy frecuente la corrupción en el gobierno de su entidad federativa,20.0,entidad
1541,PU5.2,2,porcentaje de mujeres de 18 años y más que considera como frecuente y muy frecuente la corrupción en el gobierno de su entidad federativa,17.29,porcentaje
1542,PU5.2,2,porcentaje de mujeres de 18 años y más que considera como frecuente y muy frecuente la corrupción en el gobierno de su entidad federativa,17.0,mujer
1543,PU5.2,2,porcentaje de mujeres de 18 años y más que considera como frecuente y muy frecuente la corrupción en el gobierno de su entidad federativa,10.19,gobierno
1544,PU5.3,2,valor promedio del índice de gobierno abierto de la métrica de gobierno abierto,35.4,índice
1545,PU5.3,2,valor promedio del índice de gobierno abierto de la métrica de gobierno abierto,23.39,métrica
1546,PU5.3,2,valor promedio del índice de gobierno abierto de la métrica de gobierno abierto,22.7,valor
1547,PU5.3,2,valor promedio del índice de gobierno abierto de la métrica de gobierno abierto,16.0,gobierno
1548,PU5.4,2,índice de transparencia y disponibilidad de la información fiscal,28.89,índice
1549,PU5.4,2,índice de transparencia y disponibilidad de la información fiscal,24.7,información
1550,PU5.4,2,índice de transparencia y disponibilidad de la información fiscal,23.1,disponibilidad
1551,PU5.4,2,índice de transparencia y disponibilidad de la información fiscal,22.39,transparencia
1552,PU5.5,2,índice de información del ejercicio del gasto,32.9,información
1553,PU5.5,2,índice de información del ejercicio del gasto,30.7,índice
1554,PU5.5,2,índice de información del ejercicio del gasto,18.89,ejercicio
1555,PU5.5,2,índice de información del ejercicio del gasto,17.29,gasto
1556,PU5.6,2,proporción de ingresos propios,68.3,proporción
1557,PU5.6,2,proporción de ingresos propios,30.29,ingreso
1558,PU6.1,2,red carretera pavimentada,56.9,carretera
1559,PU6.1,2,red carretera pavimentada,39.7,pavimentado
1560,PU6.2,2,posición nacional de la capacidad adaptativa al cambio climático,38.09,cambio climático
1561,PU6.2,2,posición nacional de la capacidad adaptativa al cambio climático,29.5,posición
1562,PU6.2,2,posición nacional de la capacidad adaptativa al cambio climático,21.5,capacidad
1563,PU6.2,2,posición nacional de la capacidad adaptativa al cambio climático,9.1,adaptativo
1564,PU.E1.1,2,estrategia 1: fortalecer la cultura de la legalidad en la sociedad para propiciar un entorno de paz.,25.5,cultura
1565,PU.E1.1,2,estrategia 1: fortalecer la cultura de la legalidad en la sociedad para propiciar un entorno de paz.,23.29,entorno
1566,PU.E1.1,2,estrategia 1: fortalecer la cultura de la legalidad en la sociedad para propiciar un entorno de paz.,14.0,legalidad
1567,PU.E1.1,2,estrategia 1: fortalecer la cultura de la legalidad en la sociedad para propiciar un entorno de paz.,13.0,estrategia
1568,PU.E1.1,2,estrategia 1: fortalecer la cultura de la legalidad en la sociedad para propiciar un entorno de paz.,12.69,sociedad
1569,PU.E1.1,2,estrategia 1: fortalecer la cultura de la legalidad en la sociedad para propiciar un entorno de paz.,11.19,paz
1570,PU.E1.2,2,estrategia 2: consolidar los mecanismos de prevención y atención en el estado para generar condiciones de estabilidad social.,22.0,condición
1571,PU.E1.2,2,estrategia 2: consolidar los mecanismos de prevención y atención en el estado para generar condiciones de estabilidad social.,19.89,atención
1572,PU.E1.2,2,estrategia 2: consolidar los mecanismos de prevención y atención en el estado para generar condiciones de estabilidad social.,18.6,estabilidad
1573,PU.E1.2,2,estrategia 2: consolidar los mecanismos de prevención y atención en el estado para generar condiciones de estabilidad social.,16.6,mecanismo
1574,PU.E1.2,2,estrategia 2: consolidar los mecanismos de prevención y atención en el estado para generar condiciones de estabilidad social.,10.89,estrategia
1575,PU.E1.2,2,estrategia 2: consolidar los mecanismos de prevención y atención en el estado para generar condiciones de estabilidad social.,10.5,estado
1576,PU.E1.3,2,estrategia 3: mejorar las capacidades y competencias institucionales para alcanzar un entorno de justicia y paz social.,22.2,competencia
1577,PU.E1.3,2,estrategia 3: mejorar las capacidades y competencias institucionales para alcanzar un entorno de justicia y paz social.,21.1,capacidad
1578,PU.E1.3,2,estrategia 3: mejorar las capacidades y competencias institucionales para alcanzar un entorno de justicia y paz social.,20.5,entorno
1579,PU.E1.3,2,estrategia 3: mejorar las capacidades y competencias institucionales para alcanzar un entorno de justicia y paz social.,17.6,estrategia
1580,PU.E1.3,2,estrategia 3: mejorar las capacidades y competencias institucionales para alcanzar un entorno de justicia y paz social.,6.19,justicia
1581,PU.E1.3,2,estrategia 3: mejorar las capacidades y competencias institucionales para alcanzar un entorno de justicia y paz social.,5.3,institucional
1582,PU.E1.3,2,estrategia 3: mejorar las capacidades y competencias institucionales para alcanzar un entorno de justicia y paz social.,5.3,paz
1583,PU.E1.4,2,estrategia transversal infraestructura: fortalecer los sistemas de infraestructura y equipamiento que contribuyan para la construcción de la paz y el acceso a la justicia en las regiones del estado.,39.09,infraestructura
1584,PU.E1.4,2,estrategia transversal infraestructura: fortalecer los sistemas de infraestructura y equipamiento que contribuyan para la construcción de la paz y el acceso a la justicia en las regiones del estado.,20.7,construcción
1585,PU.E1.4,2,estrategia transversal infraestructura: fortalecer los sistemas de infraestructura y equipamiento que contribuyan para la construcción de la paz y el acceso a la justicia en las regiones del estado.,8.69,región
1586,PU.E1.4,2,estrategia transversal infraestructura: fortalecer los sistemas de infraestructura y equipamiento que contribuyan para la construcción de la paz y el acceso a la justicia en las regiones del estado.,7.09,justicia
1587,PU.E1.4,2,estrategia transversal infraestructura: fortalecer los sistemas de infraestructura y equipamiento que contribuyan para la construcción de la paz y el acceso a la justicia en las regiones del estado.,7.0,estrategia
1588,PU.E1.4,2,estrategia transversal infraestructura: fortalecer los sistemas de infraestructura y equipamiento que contribuyan para la construcción de la paz y el acceso a la justicia en las regiones del estado.,6.8,estado
1589,PU.E1.5,2,estrategia transversal igualdad sustantiva: incorporar la perspectiva de género y de derechos humanos en los procesos institucionales para el acceso y procuración de la justicia de la población.,14.89,género
1590,PU.E1.5,2,estrategia transversal igualdad sustantiva: incorporar la perspectiva de género y de derechos humanos en los procesos institucionales para el acceso y procuración de la justicia de la población.,14.8,igualdad sustantiva
1591,PU.E1.5,2,estrategia transversal igualdad sustantiva: incorporar la perspectiva de género y de derechos humanos en los procesos institucionales para el acceso y procuración de la justicia de la población.,12.89,población
1592,PU.E1.5,2,estrategia transversal igualdad sustantiva: incorporar la perspectiva de género y de derechos humanos en los procesos institucionales para el acceso y procuración de la justicia de la población.,12.19,procuración
1593,PU.E1.5,2,estrategia transversal igualdad sustantiva: incorporar la perspectiva de género y de derechos humanos en los procesos institucionales para el acceso y procuración de la justicia de la población.,11.69,derechos humanos
1594,PU.E1.5,2,estrategia transversal igualdad sustantiva: incorporar la perspectiva de género y de derechos humanos en los procesos institucionales para el acceso y procuración de la justicia de la población.,7.9,estrategia
1595,PU.E1.5,2,estrategia transversal igualdad sustantiva: incorporar la perspectiva de género y de derechos humanos en los procesos institucionales para el acceso y procuración de la justicia de la población.,7.09,justicia
1596,PU.E1.6,2,estrategia transversal pueblos originarios: promover condiciones para la existencia de mayor seguridad y justicia para los pueblos indígenas y de grupos vulnerables.,21.29,pueblo indígena
1597,PU.E1.6,2,estrategia transversal pueblos originarios: promover condiciones para la existencia de mayor seguridad y justicia para los pueblos indígenas y de grupos vulnerables.,16.39,justicia
1598,PU.E1.6,2,estrategia transversal pueblos originarios: promover condiciones para la existencia de mayor seguridad y justicia para los pueblos indígenas y de grupos vulnerables.,14.6,seguridad
1599,PU.E1.6,2,estrategia transversal pueblos originarios: promover condiciones para la existencia de mayor seguridad y justicia para los pueblos indígenas y de grupos vulnerables.,11.69,estrategia
1600,PU.E1.6,2,estrategia transversal pueblos originarios: promover condiciones para la existencia de mayor seguridad y justicia para los pueblos indígenas y de grupos vulnerables.,11.69,grupo
1601,PU.E1.6,2,estrategia transversal pueblos originarios: promover condiciones para la existencia de mayor seguridad y justicia para los pueblos indígenas y de grupos vulnerables.,10.3,existencia
1602,PU.E1.6,2,estrategia transversal pueblos originarios: promover condiciones para la existencia de mayor seguridad y justicia para los pueblos indígenas y de grupos vulnerables.,9.5,pueblo
1603,PU.E1.7,2,estrategia transversal cuidado ambiental y atención al cambio climático: implementar mecanismos de coordinación interinstitucional donde se procure el acceso a un ambiente sano para el presente y las poblaciones futuras.,17.1,mecanismo
1604,PU.E1.7,2,estrategia transversal cuidado ambiental y atención al cambio climático: implementar mecanismos de coordinación interinstitucional donde se procure el acceso a un ambiente sano para el presente y las poblaciones futuras.,16.0,coordinación interinstitucional
1605,PU.E1.7,2,estrategia transversal cuidado ambiental y atención al cambio climático: implementar mecanismos de coordinación interinstitucional donde se procure el acceso a un ambiente sano para el presente y las poblaciones futuras.,15.1,cambio climático
1606,PU.E1.7,2,estrategia transversal cuidado ambiental y atención al cambio climático: implementar mecanismos de coordinación interinstitucional donde se procure el acceso a un ambiente sano para el presente y las poblaciones futuras.,13.8,atención
