,id,group,description,lemma,score
2609,NA4.39,2,variación porcentual de prestadores de servicios de la salud involucrados en procesos de conciliación o arbitraje,arbitraje,12.19
2610,NA4.39,2,variación porcentual de prestadores de servicios de la salud involucrados en procesos de conciliación o arbitraje,servicio,5.9
2611,NA4.39,2,variación porcentual de prestadores de servicios de la salud involucrados en procesos de conciliación o arbitraje,porcentual,2.7
2612,NA4.40,2,variación porcentual de las inconformidades captadas,alteración,49.59
2613,NA4.40,2,variación porcentual de las inconformidades captadas,inconformidad,43.0
2614,NA4.40,2,variación porcentual de las inconformidades captadas,porcentual,7.19
2615,NA4.41,2,porcentaje de atención de inconformidades recibidas.,atención,39.9
2616,NA4.41,2,porcentaje de atención de inconformidades recibidas.,inconformidad,29.0
2617,NA4.41,2,porcentaje de atención de inconformidades recibidas.,porcentaje,22.29
2618,NA4.41,2,porcentaje de atención de inconformidades recibidas.,diplomado,8.5
2619,NA4.42,2,porcentaje de quejas resueltas en arbitraje.,queja,38.0
2620,NA4.42,2,porcentaje de quejas resueltas en arbitraje.,porcentaje,32.9
2621,NA4.42,2,porcentaje de quejas resueltas en arbitraje.,arbitraje,28.89
2622,NA4.43,2,variación porcentual de profesionales de la salud capacitados,alteración,32.4
2623,NA4.43,2,variación porcentual de profesionales de la salud capacitados,salud,30.7
2624,NA4.43,2,variación porcentual de profesionales de la salud capacitados,profesional,23.1
2625,NA4.43,2,variación porcentual de profesionales de la salud capacitados,idóneo,8.19
2626,NA4.43,2,variación porcentual de profesionales de la salud capacitados,porcentual,5.3
2627,NA4.44,2,porcentaje de pacientes rehabilitados,enfermo,47.7
2628,NA4.44,2,porcentaje de pacientes rehabilitados,porcentaje,39.09
2629,NA4.44,2,porcentaje de pacientes rehabilitados,rehabilitado,13.0
2630,NA4.45,2,porcentaje de consulta médica de especialidad,consulta,29.79
2631,NA4.45,2,porcentaje de consulta médica de especialidad,porcentaje,28.5
2632,NA4.45,2,porcentaje de consulta médica de especialidad,plato característico,23.6
2633,NA4.45,2,porcentaje de consulta médica de especialidad,medicinal,17.79
2634,NA4.46,2,porcentaje de apoyos diagnósticos,porcentaje,46.7
2635,NA4.46,2,porcentaje de apoyos diagnósticos,apoyo,37.09
2636,NA4.46,2,porcentaje de apoyos diagnósticos,diagnóstico,16.1
2637,NA4.47,2,"consulta paramédica (psicología, trabajo social, psicopedagogía, odontología, cta)",psicología de la educación,26.89
2638,NA4.47,2,"consulta paramédica (psicología, trabajo social, psicopedagogía, odontología, cta)",psicología,24.7
2639,NA4.47,2,"consulta paramédica (psicología, trabajo social, psicopedagogía, odontología, cta)",odontología,22.0
2640,NA4.47,2,"consulta paramédica (psicología, trabajo social, psicopedagogía, odontología, cta)",consulta,12.3
2641,NA4.47,2,"consulta paramédica (psicología, trabajo social, psicopedagogía, odontología, cta)",cuenta,7.3
2642,NA4.47,2,"consulta paramédica (psicología, trabajo social, psicopedagogía, odontología, cta)",trabajo,6.5
2643,NA4.48,2,porcentaje de personas con discapacidad incluidas al ámbito educativo,discapacidad,36.0
2644,NA4.48,2,porcentaje de personas con discapacidad incluidas al ámbito educativo,ámbito,29.0
2645,NA4.48,2,porcentaje de personas con discapacidad incluidas al ámbito educativo,porcentaje,24.0
2646,NA4.48,2,porcentaje de personas con discapacidad incluidas al ámbito educativo,persona,9.0
2647,NA4.48,2,porcentaje de personas con discapacidad incluidas al ámbito educativo,educador,1.79
2648,NA4.49,2,porcentaje de localidades con alto y muy alto rezago social y/o localidades en zonas de atención prioritarias (zap)y/o que contiene una zap urbana que cuentan con proyecto de inversión financiado por fais respecto del total de localidades que cuentan con inversión fais,inversión,19.5
2649,NA4.49,2,porcentaje de localidades con alto y muy alto rezago social y/o localidades en zonas de atención prioritarias (zap)y/o que contiene una zap urbana que cuentan con proyecto de inversión financiado por fais respecto del total de localidades que cuentan con inversión fais,atención,11.0
2650,NA4.49,2,porcentaje de localidades con alto y muy alto rezago social y/o localidades en zonas de atención prioritarias (zap)y/o que contiene una zap urbana que cuentan con proyecto de inversión financiado por fais respecto del total de localidades que cuentan con inversión fais,boleta,10.89
2651,NA4.49,2,porcentaje de localidades con alto y muy alto rezago social y/o localidades en zonas de atención prioritarias (zap)y/o que contiene una zap urbana que cuentan con proyecto de inversión financiado por fais respecto del total de localidades que cuentan con inversión fais,localidad,10.69
2652,NA4.49,2,porcentaje de localidades con alto y muy alto rezago social y/o localidades en zonas de atención prioritarias (zap)y/o que contiene una zap urbana que cuentan con proyecto de inversión financiado por fais respecto del total de localidades que cuentan con inversión fais,total,7.59
2653,NA4.49,2,porcentaje de localidades con alto y muy alto rezago social y/o localidades en zonas de atención prioritarias (zap)y/o que contiene una zap urbana que cuentan con proyecto de inversión financiado por fais respecto del total de localidades que cuentan con inversión fais,porcentaje,6.4
2654,NA4.49,2,porcentaje de localidades con alto y muy alto rezago social y/o localidades en zonas de atención prioritarias (zap)y/o que contiene una zap urbana que cuentan con proyecto de inversión financiado por fais respecto del total de localidades que cuentan con inversión fais,zona,5.3
2655,NA4.49,2,porcentaje de localidades con alto y muy alto rezago social y/o localidades en zonas de atención prioritarias (zap)y/o que contiene una zap urbana que cuentan con proyecto de inversión financiado por fais respecto del total de localidades que cuentan con inversión fais,programa,4.69
2656,NA4.49,2,porcentaje de localidades con alto y muy alto rezago social y/o localidades en zonas de atención prioritarias (zap)y/o que contiene una zap urbana que cuentan con proyecto de inversión financiado por fais respecto del total de localidades que cuentan con inversión fais,social,3.4
2657,NA4.49,2,porcentaje de localidades con alto y muy alto rezago social y/o localidades en zonas de atención prioritarias (zap)y/o que contiene una zap urbana que cuentan con proyecto de inversión financiado por fais respecto del total de localidades que cuentan con inversión fais,ciudadano,1.1
2658,NA4.49,2,porcentaje de localidades con alto y muy alto rezago social y/o localidades en zonas de atención prioritarias (zap)y/o que contiene una zap urbana que cuentan con proyecto de inversión financiado por fais respecto del total de localidades que cuentan con inversión fais,principal,1.0
2659,NA4.49,2,porcentaje de localidades con alto y muy alto rezago social y/o localidades en zonas de atención prioritarias (zap)y/o que contiene una zap urbana que cuentan con proyecto de inversión financiado por fais respecto del total de localidades que cuentan con inversión fais,empinado,0.3
2660,NA4.50,2,adultos mayores.- variación porcentual de adultos mayores en situación de pobreza y abandono que lograron salir de esta situación y se integraron a una entidad familiar.,adulto,27.89
2661,NA4.50,2,adultos mayores.- variación porcentual de adultos mayores en situación de pobreza y abandono que lograron salir de esta situación y se integraron a una entidad familiar.,situación,20.2
2662,NA4.50,2,adultos mayores.- variación porcentual de adultos mayores en situación de pobreza y abandono que lograron salir de esta situación y se integraron a una entidad familiar.,pobreza,14.3
2663,NA4.50,2,adultos mayores.- variación porcentual de adultos mayores en situación de pobreza y abandono que lograron salir de esta situación y se integraron a una entidad familiar.,alteración,11.39
2664,NA4.50,2,adultos mayores.- variación porcentual de adultos mayores en situación de pobreza y abandono que lograron salir de esta situación y se integraron a una entidad familiar.,dejadez,10.89
2665,NA4.50,2,adultos mayores.- variación porcentual de adultos mayores en situación de pobreza y abandono que lograron salir de esta situación y se integraron a una entidad familiar.,familiar,6.5
2666,NA4.50,2,adultos mayores.- variación porcentual de adultos mayores en situación de pobreza y abandono que lograron salir de esta situación y se integraron a una entidad familiar.,substancia,5.59
2667,NA4.50,2,adultos mayores.- variación porcentual de adultos mayores en situación de pobreza y abandono que lograron salir de esta situación y se integraron a una entidad familiar.,porcentual,1.79
2668,NA4.50,2,adultos mayores.- variación porcentual de adultos mayores en situación de pobreza y abandono que lograron salir de esta situación y se integraron a una entidad familiar.,mayor,1.0
2669,NA4.51,2,madres solteras con discapacidad.- variación porcentual de madres solteras con discapacidad atendidas de forma integral que lograron elevar su calidad de vida.,discapacidad,30.29
2670,NA4.51,2,madres solteras con discapacidad.- variación porcentual de madres solteras con discapacidad atendidas de forma integral que lograron elevar su calidad de vida.,madre adolescente,24.1
2671,NA4.51,2,madres solteras con discapacidad.- variación porcentual de madres solteras con discapacidad atendidas de forma integral que lograron elevar su calidad de vida.,calidad de vida,19.5
2672,NA4.51,2,madres solteras con discapacidad.- variación porcentual de madres solteras con discapacidad atendidas de forma integral que lograron elevar su calidad de vida.,alteración,15.19
2673,NA4.51,2,madres solteras con discapacidad.- variación porcentual de madres solteras con discapacidad atendidas de forma integral que lograron elevar su calidad de vida.,modo,7.0
2674,NA4.51,2,madres solteras con discapacidad.- variación porcentual de madres solteras con discapacidad atendidas de forma integral que lograron elevar su calidad de vida.,porcentual,2.0
2675,NA4.51,2,madres solteras con discapacidad.- variación porcentual de madres solteras con discapacidad atendidas de forma integral que lograron elevar su calidad de vida.,integral,1.5
2676,NA4.52,2,casas de la mujer.- variación porcentual de mujeres capacitadas para el trabajo y para la vida.,alteración,48.4
2677,NA4.52,2,casas de la mujer.- variación porcentual de mujeres capacitadas para el trabajo y para la vida.,mujer,21.29
2678,NA4.52,2,casas de la mujer.- variación porcentual de mujeres capacitadas para el trabajo y para la vida.,comportamiento,18.1
2679,NA4.52,2,casas de la mujer.- variación porcentual de mujeres capacitadas para el trabajo y para la vida.,porcentual,8.0
2680,NA4.52,2,casas de la mujer.- variación porcentual de mujeres capacitadas para el trabajo y para la vida.,casa,3.79
2681,NA4.53,2,porcentaje de funcionarias y funcionarios capacitados en la administración pública estatal.,funcionario,43.9
2682,NA4.53,2,porcentaje de funcionarias y funcionarios capacitados en la administración pública estatal.,administración pública,40.5
2683,NA4.53,2,porcentaje de funcionarias y funcionarios capacitados en la administración pública estatal.,porcentaje,14.89
2684,NA4.53,2,porcentaje de funcionarias y funcionarios capacitados en la administración pública estatal.,estatal,0.5
2685,NA4.54,2,porcentaje de cumplimiento de acciones contenidas en la declaratoria de alerta de violencia de género contra las mujeres para el estado de nayarit.,acción,17.0
2686,NA4.54,2,porcentaje de cumplimiento de acciones contenidas en la declaratoria de alerta de violencia de género contra las mujeres para el estado de nayarit.,violencia doméstica,16.1
2687,NA4.54,2,porcentaje de cumplimiento de acciones contenidas en la declaratoria de alerta de violencia de género contra las mujeres para el estado de nayarit.,cumplimiento,11.69
2688,NA4.54,2,porcentaje de cumplimiento de acciones contenidas en la declaratoria de alerta de violencia de género contra las mujeres para el estado de nayarit.,declaratoria,11.3
2689,NA4.54,2,porcentaje de cumplimiento de acciones contenidas en la declaratoria de alerta de violencia de género contra las mujeres para el estado de nayarit.,alerta,10.19
2690,NA4.54,2,porcentaje de cumplimiento de acciones contenidas en la declaratoria de alerta de violencia de género contra las mujeres para el estado de nayarit.,mujer,8.6
2691,NA4.54,2,porcentaje de cumplimiento de acciones contenidas en la declaratoria de alerta de violencia de género contra las mujeres para el estado de nayarit.,porcentaje,8.19
2692,NA4.54,2,porcentaje de cumplimiento de acciones contenidas en la declaratoria de alerta de violencia de género contra las mujeres para el estado de nayarit.,estado,7.9
2693,NA4.55,2,porcentaje de acciones en materia de vivienda,acción,39.4
2694,NA4.55,2,porcentaje de acciones en materia de vivienda,casa,32.9
2695,NA4.55,2,porcentaje de acciones en materia de vivienda,porcentaje,27.5
2696,NA4.56,2,porcentaje de familias de bajos ingresos que acceden a algún financiamiento,ingreso,35.5
2697,NA4.56,2,porcentaje de familias de bajos ingresos que acceden a algún financiamiento,porcentaje,30.29
2698,NA4.56,2,porcentaje de familias de bajos ingresos que acceden a algún financiamiento,financiamiento,18.39
2699,NA4.56,2,porcentaje de familias de bajos ingresos que acceden a algún financiamiento,familia,13.19
2700,NA4.56,2,porcentaje de familias de bajos ingresos que acceden a algún financiamiento,bajo,2.29
2701,NA4.57,2,porcentaje de apoyos económicos y para una acción de vivienda.,acción,31.1
2702,NA4.57,2,porcentaje de apoyos económicos y para una acción de vivienda.,ayuda,27.1
2703,NA4.57,2,porcentaje de apoyos económicos y para una acción de vivienda.,porcentaje,22.2
2704,NA4.57,2,porcentaje de apoyos económicos y para una acción de vivienda.,casa,19.39
2705,NA5.1,2,porcentaje de superficie del estado que cuenta con ordenamiento territorial,estado,31.6
2706,NA5.1,2,porcentaje de superficie del estado que cuenta con ordenamiento territorial,porcentaje,25.5
2707,NA5.1,2,porcentaje de superficie del estado que cuenta con ordenamiento territorial,superficie,23.29
2708,NA5.1,2,porcentaje de superficie del estado que cuenta con ordenamiento territorial,colocación,18.6
2709,NA5.1,2,porcentaje de superficie del estado que cuenta con ordenamiento territorial,territorial,0.8
2710,NA6.1,2,índice global de acceso a los servicios básicos de agua,seña,43.9
2711,NA6.1,2,índice global de acceso a los servicios básicos de agua,servicio,17.2
2712,NA6.1,2,índice global de acceso a los servicios básicos de agua,acceso,16.29
2713,NA6.1,2,índice global de acceso a los servicios básicos de agua,principal,13.6
2714,NA6.1,2,índice global de acceso a los servicios básicos de agua,global,6.0
2715,NA6.1,2,índice global de acceso a los servicios básicos de agua,agua,2.5
2716,NA6.2,2,variación porcentual de viviendas que cuentan con servicios de agua potable,casa,37.09
2717,NA6.2,2,variación porcentual de viviendas que cuentan con servicios de agua potable,servicio de agua potable,30.6
2718,NA6.2,2,variación porcentual de viviendas que cuentan con servicios de agua potable,alteración,28.29
2719,NA6.2,2,variación porcentual de viviendas que cuentan con servicios de agua potable,porcentual,3.79
2720,NA6.3,2,variación porcentual de viviendas que cuentan con servicios de alcantarillado,casa,33.79
2721,NA6.3,2,variación porcentual de viviendas que cuentan con servicios de alcantarillado,servicio,23.6
2722,NA6.3,2,variación porcentual de viviendas que cuentan con servicios de alcantarillado,alteración,21.89
2723,NA6.3,2,variación porcentual de viviendas que cuentan con servicios de alcantarillado,alcantarillado,17.5
2724,NA6.3,2,variación porcentual de viviendas que cuentan con servicios de alcantarillado,porcentual,2.9
2725,NA7.1,2,porcentaje de hectáreas afectadas por incendio forestales respecto al año anterior,incendio forestal,32.79
2726,NA7.1,2,porcentaje de hectáreas afectadas por incendio forestales respecto al año anterior,hectárea,29.6
2727,NA7.1,2,porcentaje de hectáreas afectadas por incendio forestales respecto al año anterior,año anterior,23.1
2728,NA7.1,2,porcentaje de hectáreas afectadas por incendio forestales respecto al año anterior,porcentaje,14.3
2729,NA7.2,2,porcentaje de superficie del estado que cuenta con ordenamiento territorial,estado,31.6
2730,NA7.2,2,porcentaje de superficie del estado que cuenta con ordenamiento territorial,porcentaje,25.5
2731,NA7.2,2,porcentaje de superficie del estado que cuenta con ordenamiento territorial,superficie,23.29
2732,NA7.2,2,porcentaje de superficie del estado que cuenta con ordenamiento territorial,colocación,18.6
2733,NA7.2,2,porcentaje de superficie del estado que cuenta con ordenamiento territorial,territorial,0.8
2734,NA7.3,2,porcentaje de días registrados con buena calidad del aire,jornada,44.09
2735,NA7.3,2,porcentaje de días registrados con buena calidad del aire,calidad del aire,34.59
2736,NA7.3,2,porcentaje de días registrados con buena calidad del aire,porcentaje,20.7
2737,NA7.3,2,porcentaje de días registrados con buena calidad del aire,eficaz,0.4
2738,NA7.4,2,variación porcentual de agua residual tratada real de acuerdo con la cantidad de agua residual generada en el estado,alteración,30.7
2739,NA7.4,2,variación porcentual de agua residual tratada real de acuerdo con la cantidad de agua residual generada en el estado,agua residual,28.7
2740,NA7.4,2,variación porcentual de agua residual tratada real de acuerdo con la cantidad de agua residual generada en el estado,estado,16.39
2741,NA7.4,2,variación porcentual de agua residual tratada real de acuerdo con la cantidad de agua residual generada en el estado,cantidad,10.19
2742,NA7.4,2,variación porcentual de agua residual tratada real de acuerdo con la cantidad de agua residual generada en el estado,tratado,6.9
2743,NA7.4,2,variación porcentual de agua residual tratada real de acuerdo con la cantidad de agua residual generada en el estado,porcentual,5.59
2744,NA7.4,2,variación porcentual de agua residual tratada real de acuerdo con la cantidad de agua residual generada en el estado,real,1.2
2745,NA7.5,2,porcentaje de actuaciones de inspección y vigilancia ambiental,vigilancia ambiental,43.29
2746,NA7.5,2,porcentaje de actuaciones de inspección y vigilancia ambiental,requisa,37.59
2747,NA7.5,2,porcentaje de actuaciones de inspección y vigilancia ambiental,porcentaje,16.5
2748,NA7.5,2,porcentaje de actuaciones de inspección y vigilancia ambiental,autos,2.4
2749,NA7.6,2,porcentaje de acuerdos y resoluciones emitidas respecto a los procedimientos iniciados,resolución,28.29
2750,NA7.6,2,porcentaje de acuerdos y resoluciones emitidas respecto a los procedimientos iniciados,porcentaje,21.0
2751,NA7.6,2,porcentaje de acuerdos y resoluciones emitidas respecto a los procedimientos iniciados,determinación,18.79
2752,NA7.6,2,porcentaje de acuerdos y resoluciones emitidas respecto a los procedimientos iniciados,procedimiento,15.69
2753,NA7.6,2,porcentaje de acuerdos y resoluciones emitidas respecto a los procedimientos iniciados,emitido,13.0
2754,NA7.6,2,porcentaje de acuerdos y resoluciones emitidas respecto a los procedimientos iniciados,iniciado,2.9
2755,NA7.7,2,porcentaje de certificados ambientales emitidos,porcentaje,44.9
2756,NA7.7,2,porcentaje de certificados ambientales emitidos,certificación,37.59
2757,NA7.7,2,porcentaje de certificados ambientales emitidos,emitido,14.3
2758,NA7.7,2,porcentaje de certificados ambientales emitidos,ambiental,3.0
2759,NA7.8,2,incendios forestales.- disminuir el tiempo de respuesta a la atención de incendios forestales.,tiempo de respuesta,41.59
2760,NA7.8,2,incendios forestales.- disminuir el tiempo de respuesta a la atención de incendios forestales.,incendio forestal,39.4
2761,NA7.8,2,incendios forestales.- disminuir el tiempo de respuesta a la atención de incendios forestales.,respeto,18.89
2762,AG1.1.1,3,1. garantizar la calidad para favorecer el logro educativo de los estudiantes.,estudiante,39.29
2763,AG1.1.1,3,1. garantizar la calidad para favorecer el logro educativo de los estudiantes.,acierto,36.79
2764,AG1.1.1,3,1. garantizar la calidad para favorecer el logro educativo de los estudiantes.,calidad,19.2
2765,AG1.1.1,3,1. garantizar la calidad para favorecer el logro educativo de los estudiantes.,educador,4.5
2766,AG1.1.2,3,2. brindar suficientes oportunidades educativas para reducir las desigualdades sociales.,desigualdad social,58.59
2767,AG1.1.2,3,2. brindar suficientes oportunidades educativas para reducir las desigualdades sociales.,oportunidad,36.59
2768,AG1.1.2,3,2. brindar suficientes oportunidades educativas para reducir las desigualdades sociales.,educador,3.4
2769,AG1.1.2,3,2. brindar suficientes oportunidades educativas para reducir las desigualdades sociales.,conveniente,1.2
2770,AG1.1.3,3,"3. garantizar una óptima formación inicial y continua a los estudiantes de las instituciones formadoras de docentes (ifad), docentes y directivos de educación básica, media  superior y normal.",formación continua,20.29
2771,AG1.1.3,3,"3. garantizar una óptima formación inicial y continua a los estudiantes de las instituciones formadoras de docentes (ifad), docentes y directivos de educación básica, media  superior y normal.",capacitación,16.29
2772,AG1.1.3,3,"3. garantizar una óptima formación inicial y continua a los estudiantes de las instituciones formadoras de docentes (ifad), docentes y directivos de educación básica, media  superior y normal.",educación,12.3
2773,AG1.1.3,3,"3. garantizar una óptima formación inicial y continua a los estudiantes de las instituciones formadoras de docentes (ifad), docentes y directivos de educación básica, media  superior y normal.",institución,9.89
2774,AG1.1.3,3,"3. garantizar una óptima formación inicial y continua a los estudiantes de las instituciones formadoras de docentes (ifad), docentes y directivos de educación básica, media  superior y normal.",docente,9.19
2775,AG1.1.3,3,"3. garantizar una óptima formación inicial y continua a los estudiantes de las instituciones formadoras de docentes (ifad), docentes y directivos de educación básica, media  superior y normal.",estudiante,8.39
2776,AG1.1.3,3,"3. garantizar una óptima formación inicial y continua a los estudiantes de las instituciones formadoras de docentes (ifad), docentes y directivos de educación básica, media  superior y normal.",medio de comunicación de masas,5.9
2777,AG1.1.3,3,"3. garantizar una óptima formación inicial y continua a los estudiantes de las instituciones formadoras de docentes (ifad), docentes y directivos de educación básica, media  superior y normal.",director,5.4
2778,AG1.1.3,3,"3. garantizar una óptima formación inicial y continua a los estudiantes de las instituciones formadoras de docentes (ifad), docentes y directivos de educación básica, media  superior y normal.",docente,5.19
2779,AG1.1.3,3,"3. garantizar una óptima formación inicial y continua a los estudiantes de las instituciones formadoras de docentes (ifad), docentes y directivos de educación básica, media  superior y normal.",superior,2.7
2780,AG1.1.3,3,"3. garantizar una óptima formación inicial y continua a los estudiantes de las instituciones formadoras de docentes (ifad), docentes y directivos de educación básica, media  superior y normal.",básico,1.7
2781,AG1.1.3,3,"3. garantizar una óptima formación inicial y continua a los estudiantes de las instituciones formadoras de docentes (ifad), docentes y directivos de educación básica, media  superior y normal.",sabido,1.0
2782,AG1.1.3,3,"3. garantizar una óptima formación inicial y continua a los estudiantes de las instituciones formadoras de docentes (ifad), docentes y directivos de educación básica, media  superior y normal.",formador,0.89
2783,AG1.1.3,3,"3. garantizar una óptima formación inicial y continua a los estudiantes de las instituciones formadoras de docentes (ifad), docentes y directivos de educación básica, media  superior y normal.",inicial,0.2
2784,AG1.1.4,3,"4. garantizar plenas condiciones de calidad, pertinencia, equidad e inclusión en la educación superior.",situación,23.39
2785,AG1.1.4,3,"4. garantizar plenas condiciones de calidad, pertinencia, equidad e inclusión en la educación superior.",competencia,20.39
2786,AG1.1.4,3,"4. garantizar plenas condiciones de calidad, pertinencia, equidad e inclusión en la educación superior.",educación superior,16.6
2787,AG1.1.4,3,"4. garantizar plenas condiciones de calidad, pertinencia, equidad e inclusión en la educación superior.",equidad,15.8
2788,AG1.1.4,3,"4. garantizar plenas condiciones de calidad, pertinencia, equidad e inclusión en la educación superior.",inclusión,13.19
2789,AG1.1.4,3,"4. garantizar plenas condiciones de calidad, pertinencia, equidad e inclusión en la educación superior.",calor,8.8
2790,AG1.1.4,3,"4. garantizar plenas condiciones de calidad, pertinencia, equidad e inclusión en la educación superior.",estupendo,1.6
2791,AG1.2.1,3,"1. contribuir a mejorar las acciones de protección, promoción de la salud y prevención de enfermedades transmisibles y no transmisibles.",prevención de enfermedades,21.1
2792,AG1.2.1,3,"1. contribuir a mejorar las acciones de protección, promoción de la salud y prevención de enfermedades transmisibles y no transmisibles.",acto,20.39
2793,AG1.2.1,3,"1. contribuir a mejorar las acciones de protección, promoción de la salud y prevención de enfermedades transmisibles y no transmisibles.",contagio,19.0
2794,AG1.2.1,3,"1. contribuir a mejorar las acciones de protección, promoción de la salud y prevención de enfermedades transmisibles y no transmisibles.",promoción de la salud,18.39
2795,AG1.2.1,3,"1. contribuir a mejorar las acciones de protección, promoción de la salud y prevención de enfermedades transmisibles y no transmisibles.",amparo,11.69
2796,AG1.2.1,3,"1. contribuir a mejorar las acciones de protección, promoción de la salud y prevención de enfermedades transmisibles y no transmisibles.",transmisible,9.0
2797,AG1.3.1,3,"1. fortalecer la atención médica, asegurando la generación y el uso efectivo de los recursos en salud.",engendramiento,34.5
2798,AG1.3.1,3,"1. fortalecer la atención médica, asegurando la generación y el uso efectivo de los recursos en salud.",cura,31.39
2799,AG1.3.1,3,"1. fortalecer la atención médica, asegurando la generación y el uso efectivo de los recursos en salud.",uso,12.5
2800,AG1.3.1,3,"1. fortalecer la atención médica, asegurando la generación y el uso efectivo de los recursos en salud.",salud,9.6
2801,AG1.3.1,3,"1. fortalecer la atención médica, asegurando la generación y el uso efectivo de los recursos en salud.",recurso,9.6
2802,AG1.3.1,3,"1. fortalecer la atención médica, asegurando la generación y el uso efectivo de los recursos en salud.",bello,2.2
2803,AG1.4.1,3,"1. fortalecer el acceso a los servicios de salud del primer y segundo nivel de atención con oportunidad, equidad, humanismo, eficiencia y eficacia.",eficiencia,14.39
2804,AG1.4.1,3,"1. fortalecer el acceso a los servicios de salud del primer y segundo nivel de atención con oportunidad, equidad, humanismo, eficiencia y eficacia.",actividad,13.3
2805,AG1.4.1,3,"1. fortalecer el acceso a los servicios de salud del primer y segundo nivel de atención con oportunidad, equidad, humanismo, eficiencia y eficacia.",atención,12.8
2806,AG1.4.1,3,"1. fortalecer el acceso a los servicios de salud del primer y segundo nivel de atención con oportunidad, equidad, humanismo, eficiencia y eficacia.",salud,12.69
2807,AG1.4.1,3,"1. fortalecer el acceso a los servicios de salud del primer y segundo nivel de atención con oportunidad, equidad, humanismo, eficiencia y eficacia.",equidad,9.89
2808,AG1.4.1,3,"1. fortalecer el acceso a los servicios de salud del primer y segundo nivel de atención con oportunidad, equidad, humanismo, eficiencia y eficacia.",humanismo,9.6
2809,AG1.4.1,3,"1. fortalecer el acceso a los servicios de salud del primer y segundo nivel de atención con oportunidad, equidad, humanismo, eficiencia y eficacia.",oportunidad,9.39
2810,AG1.4.1,3,"1. fortalecer el acceso a los servicios de salud del primer y segundo nivel de atención con oportunidad, equidad, humanismo, eficiencia y eficacia.",acceso,8.5
2811,AG1.4.1,3,"1. fortalecer el acceso a los servicios de salud del primer y segundo nivel de atención con oportunidad, equidad, humanismo, eficiencia y eficacia.",servicio,6.5
2812,AG1.4.1,3,"1. fortalecer el acceso a los servicios de salud del primer y segundo nivel de atención con oportunidad, equidad, humanismo, eficiencia y eficacia.",grado,1.79
2813,AG1.4.1,3,"1. fortalecer el acceso a los servicios de salud del primer y segundo nivel de atención con oportunidad, equidad, humanismo, eficiencia y eficacia.",segundo,0.69
2814,AG1.5.1,3,"1.- fortalecer el tejido social y brindar atención de calidad, cercana y certera, a la población que habita en zonas de pobreza en el estado, mediante la construcción de inmuebles equipados que provean a la población objetivo de servicios integrales y talleres de orientación para impulsar las capacidades personales, la sana convivencia y la calidad en el desarrollo humano.",inmueble,12.5
2815,AG1.5.1,3,"1.- fortalecer el tejido social y brindar atención de calidad, cercana y certera, a la población que habita en zonas de pobreza en el estado, mediante la construcción de inmuebles equipados que provean a la población objetivo de servicios integrales y talleres de orientación para impulsar las capacidades personales, la sana convivencia y la calidad en el desarrollo humano.",estado,10.8
2816,AG1.5.1,3,"1.- fortalecer el tejido social y brindar atención de calidad, cercana y certera, a la población que habita en zonas de pobreza en el estado, mediante la construcción de inmuebles equipados que provean a la población objetivo de servicios integrales y talleres de orientación para impulsar las capacidades personales, la sana convivencia y la calidad en el desarrollo humano.",construcción,9.5
2817,AG1.5.1,3,"1.- fortalecer el tejido social y brindar atención de calidad, cercana y certera, a la población que habita en zonas de pobreza en el estado, mediante la construcción de inmuebles equipados que provean a la población objetivo de servicios integrales y talleres de orientación para impulsar las capacidades personales, la sana convivencia y la calidad en el desarrollo humano.",orientación,9.19
2818,AG1.5.1,3,"1.- fortalecer el tejido social y brindar atención de calidad, cercana y certera, a la población que habita en zonas de pobreza en el estado, mediante la construcción de inmuebles equipados que provean a la población objetivo de servicios integrales y talleres de orientación para impulsar las capacidades personales, la sana convivencia y la calidad en el desarrollo humano.",población,8.69
2819,AG1.5.1,3,"1.- fortalecer el tejido social y brindar atención de calidad, cercana y certera, a la población que habita en zonas de pobreza en el estado, mediante la construcción de inmuebles equipados que provean a la población objetivo de servicios integrales y talleres de orientación para impulsar las capacidades personales, la sana convivencia y la calidad en el desarrollo humano.",convivencia,8.1
2820,AG1.5.1,3,"1.- fortalecer el tejido social y brindar atención de calidad, cercana y certera, a la población que habita en zonas de pobreza en el estado, mediante la construcción de inmuebles equipados que provean a la población objetivo de servicios integrales y talleres de orientación para impulsar las capacidades personales, la sana convivencia y la calidad en el desarrollo humano.",taller,7.19
2821,AG1.5.1,3,"1.- fortalecer el tejido social y brindar atención de calidad, cercana y certera, a la población que habita en zonas de pobreza en el estado, mediante la construcción de inmuebles equipados que provean a la población objetivo de servicios integrales y talleres de orientación para impulsar las capacidades personales, la sana convivencia y la calidad en el desarrollo humano.",pobreza,6.9
2822,AG1.5.1,3,"1.- fortalecer el tejido social y brindar atención de calidad, cercana y certera, a la población que habita en zonas de pobreza en el estado, mediante la construcción de inmuebles equipados que provean a la población objetivo de servicios integrales y talleres de orientación para impulsar las capacidades personales, la sana convivencia y la calidad en el desarrollo humano.",calidad,4.9
2823,AG1.5.1,3,"1.- fortalecer el tejido social y brindar atención de calidad, cercana y certera, a la población que habita en zonas de pobreza en el estado, mediante la construcción de inmuebles equipados que provean a la población objetivo de servicios integrales y talleres de orientación para impulsar las capacidades personales, la sana convivencia y la calidad en el desarrollo humano.",atención,4.8
